time_point_1,time_point_2,time_point_3,time_point_4,time_point_5,time_point_6,time_point_7,time_point_8,time_point_9,time_point_10,time_point_11,mu,sigma,theta,dt,T
0.6534699235537744,0.6302305555946894,0.7675245029477205,0.9421767270144288,1.185528453582028,1.0192193624855046,0.9831897693925824,0.7538931805682337,0.6168091315360702,0.6133364573987881,0.3487888271329048,0.5,0.5,1.0,0.1,1.0
-0.0922685079468123,-0.1227318084843855,-0.0164342186170576,-0.044860652732637,-0.0732032317435913,-0.0504462673576992,-0.1048047983883255,-0.0312598532714576,-0.2877990900212615,-0.5120925716852394,-0.2943038573774154,0.5,0.5,1.0,0.1,1.0
0.8293979626262448,0.9710318045913884,1.0669014697844317,1.2068281631692654,1.1785624929570966,1.477702596450006,1.47810149490941,1.276830017281226,1.2347461112257714,0.9978365473124982,0.9100440063811264,0.5,0.5,1.0,0.1,1.0
0.7210986522715818,0.825364139087855,0.7605779843437052,0.7471653899886334,0.9885612951706452,1.175128627104302,1.0744333527996528,1.230548379173561,1.2534984855939622,1.1951208553404458,1.076679325769947,0.5,0.5,1.0,0.1,1.0
0.0408267259313705,0.017438403445108,0.1870001388312519,0.129221438633705,0.2053840980423176,0.2886782067279385,0.3365222237244962,0.5388987191922686,0.1677683071429803,0.1442268108042937,0.1637041017247157,0.5,0.5,1.0,0.1,1.0
0.8621856715470615,0.5312923684023649,0.4135634357403061,0.1836274968453826,0.1151242156487214,-0.0138825049097086,-0.1486797276444565,-0.1744830895292624,-0.13259139963547,0.0014458518684426,0.0345615356563704,0.5,0.5,1.0,0.1,1.0
0.783483208098799,0.8310745287366407,0.9345416309792116,0.8877291749466332,0.6291631686739788,0.5754908862096536,0.8295992544392778,0.812958026504173,0.7542411140050528,0.9183859632274812,0.8025553674283363,0.5,0.5,1.0,0.1,1.0
0.2234339311577534,0.1421626921012402,0.212537896146814,0.2292460852577457,0.0954963790532151,0.3505836935233686,0.4590599550714563,0.495242552054585,0.7688560178227195,0.9440945876562464,0.7724265012357201,0.5,0.5,1.0,0.1,1.0
0.9214495555871458,0.8001502880175435,0.7456995996507716,0.7710552222320575,0.6505233744763306,0.6909612007626326,0.5265730234454616,0.4089341113036089,0.1521627775057856,0.2142889144346243,0.1929818988899168,0.5,0.5,1.0,0.1,1.0
1.019031759792597,1.1055236451328223,0.9110339787287856,0.9617156004767692,0.8697682342619059,0.6773821414096244,0.9813343675803744,0.989170136349197,1.0948299738781089,1.1677010347723455,1.0904817026240303,0.5,0.5,1.0,0.1,1.0
0.3343692572236211,0.3341245938976503,0.4370367726491203,0.5869834555529072,0.4224941343002195,0.4198960626387695,0.6312803696016729,0.7875422711188104,0.8751237999086293,0.8417054182452713,1.1324848360823487,0.5,0.5,1.0,0.1,1.0
0.5381059784110194,0.5559919144871331,0.5681970040560602,0.5094217207811824,0.2299255985201941,0.5090083837715489,0.333896844867295,0.2627477857764137,0.3787037011666979,0.454490674843389,0.3189898963256884,0.5,0.5,1.0,0.1,1.0
0.3877688919476363,0.4540912086965398,0.3638926249381461,0.570034750933562,0.8438807427351045,1.084277213252714,1.156492275143578,1.081411378357353,0.7866431593992835,1.000547814992442,1.0604714624913936,0.5,0.5,1.0,0.1,1.0
0.5371522692765397,0.6213425884058047,0.6754008580845785,0.9020449023528324,0.9963808158763154,0.9795980289652148,0.9979532579268736,0.7687565249193009,0.8627132571891716,0.59983326942821,0.5909331346531492,0.5,0.5,1.0,0.1,1.0
0.4386892878184887,0.2389609920525807,0.4198438015360398,0.4226889416820414,0.4617998333064708,0.4679224802681898,0.2859432366136818,0.2382387194594899,0.4219732080854459,0.5203580266770994,0.7813745209382105,0.5,0.5,1.0,0.1,1.0
0.5596102700211678,0.5414047518105426,0.4382308881214208,0.4693071077667136,0.4813191393189132,0.6293609103868127,0.5920909380744628,0.5430194799944498,0.6221816253767447,0.8294789898565237,0.7335377263118033,0.5,0.5,1.0,0.1,1.0
0.7140389888206761,0.9126881850025146,0.7303452059265648,0.5795697785830696,0.769268418573528,0.7056693477953784,0.7655379495496752,0.8777259174925672,0.7048906993569851,0.7123134415164254,1.0247830170654548,0.5,0.5,1.0,0.1,1.0
0.9050228065152752,0.9772880847815928,1.0692222608396136,1.0424514226631538,0.7754778363475557,0.6693411211218442,0.8451841878750996,0.8458841540642361,0.6953718598990848,0.5024282875778805,0.6654001101658983,0.5,0.5,1.0,0.1,1.0
0.7060722277192347,0.5046362408753217,0.6315295374066988,0.5995027959547192,0.6771039416951329,0.4811603086439245,0.3502684923043325,0.3259996868739676,0.2597121656773372,0.2612576438548765,0.2650924721641754,0.5,0.5,1.0,0.1,1.0
0.4299340346535305,0.4363571771701057,0.6279855951997182,0.786164939375331,0.3312174675701603,0.2218559888399296,0.3789944415087394,0.6218672289929825,0.4695890346272872,0.5192179502731114,0.6042742651978047,0.5,0.5,1.0,0.1,1.0
-0.1612172913369934,0.1637143133931189,0.2745457932448654,0.579567819479224,0.5938287404034704,0.564826373184331,0.8909243792986432,0.9769365436064744,0.944647321847135,0.8757577443405172,0.6451430841917466,0.5,0.5,1.0,0.1,1.0
-0.071442351940777,-0.2205071635814217,-0.2866272081510365,-0.3588538269257491,-0.4108061284219128,-0.2100845295499721,-0.2202903241840988,-0.0574128048596055,0.2993598819940045,0.3406183315999439,0.5024161798547944,0.5,0.5,1.0,0.1,1.0
0.5503341866125389,0.5135219288968301,0.4879867465725292,0.3806321160872426,0.4429236552982689,0.21911863239607,0.5238906909541213,0.5759527708788581,0.5980232183401665,0.726779391777393,0.6737015484059874,0.5,0.5,1.0,0.1,1.0
0.2450814583405861,0.2835950968660839,0.0914750622405748,0.1838167738046018,0.4033800085484392,0.4283522984596149,0.562018352009685,0.5197829219780118,0.3151278024995402,0.5589378112121295,0.3918656395421098,0.5,0.5,1.0,0.1,1.0
0.2685619164078004,0.2158779602071444,0.2365532844261832,0.0445627942920152,0.281155241862035,0.3290051972565607,0.4444210525534993,0.4475202530786383,0.3362643154413338,0.1721134392839593,0.3150588601066726,0.5,0.5,1.0,0.1,1.0
